Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
2016-10-15 01:34:18.610808: step 0, loss = 4.67 (5.9 examples/sec; 21.874 sec/batch)
2016-10-15 02:42:54.965056: step 23050, loss = 0.74 (771.6 examples/sec; 0.166 sec/batch)
2016-10-15 02:42:56.731452: step 23060, loss = 0.83 (748.1 examples/sec; 0.171 sec/batch)
2016-10-15 02:42:58.491266: step 23070, loss = 0.74 (728.2 examples/sec; 0.176 sec/batch)
2016-10-15 02:43:00.246726: step 23080, loss = 0.77 (736.5 examples/sec; 0.174 sec/batch)
2016-10-15 02:43:02.015789: step 23090, loss = 0.85 (695.9 examples/sec; 0.184 sec/batch)
2016-10-15 02:43:03.781222: step 23100, loss = 0.98 (737.1 examples/sec; 0.174 sec/batch)
2016-10-15 02:43:05.730899: step 23110, loss = 0.84 (712.0 examples/sec; 0.180 sec/batch)
2016-10-15 02:43:07.489041: step 23120, loss = 0.81 (719.7 examples/sec; 0.178 sec/batch)
2016-10-15 02:43:09.255923: step 23130, loss = 0.85 (714.0 examples/sec; 0.179 sec/batch)
2016-10-15 02:43:11.007997: step 23140, loss = 0.88 (751.8 examples/sec; 0.170 sec/batch)
2016-10-15 02:43:12.765916: step 23150, loss = 0.89 (731.2 examples/sec; 0.175 sec/batch)
2016-10-15 02:43:14.529267: step 23160, loss = 0.84 (727.8 examples/sec; 0.176 sec/batch)
2016-10-15 02:43:16.286615: step 23170, loss = 0.79 (754.6 examples/sec; 0.170 sec/batch)
2016-10-15 02:43:18.051022: step 23180, loss = 0.81 (718.8 examples/sec; 0.178 sec/batch)
2016-10-15 02:43:19.808791: step 23190, loss = 0.79 (741.0 examples/sec; 0.173 sec/batch)
2016-10-15 02:43:21.565955: step 23200, loss = 0.98 (714.8 examples/sec; 0.179 sec/batch)
2016-10-15 02:43:23.507484: step 23210, loss = 0.81 (712.1 examples/sec; 0.180 sec/batch)
2016-10-15 02:43:25.268550: step 23220, loss = 0.74 (721.9 examples/sec; 0.177 sec/batch)
2016-10-15 02:43:27.027767: step 23230, loss = 0.91 (727.4 examples/sec; 0.176 sec/batch)
2016-10-15 02:43:28.787782: step 23240, loss = 0.85 (740.8 examples/sec; 0.173 sec/batch)
2016-10-15 02:43:30.552623: step 23250, loss = 0.79 (698.9 examples/sec; 0.183 sec/batch)
2016-10-15 02:43:32.305339: step 23260, loss = 0.76 (730.8 examples/sec; 0.175 sec/batch)
2016-10-15 02:43:34.069063: step 23270, loss = 0.86 (724.8 examples/sec; 0.177 sec/batch)
2016-10-15 02:43:35.820707: step 23280, loss = 0.91 (726.5 examples/sec; 0.176 sec/batch)
2016-10-15 02:43:37.576192: step 23290, loss = 0.74 (747.8 examples/sec; 0.171 sec/batch)
2016-10-15 02:43:39.338117: step 23300, loss = 0.72 (731.5 examples/sec; 0.175 sec/batch)
2016-10-15 02:43:41.297734: step 23310, loss = 0.98 (721.5 examples/sec; 0.177 sec/batch)
2016-10-15 02:43:43.060578: step 23320, loss = 0.84 (731.2 examples/sec; 0.175 sec/batch)
2016-10-15 02:43:44.825778: step 23330, loss = 0.77 (719.4 examples/sec; 0.178 sec/batch)
2016-10-15 02:43:46.581998: step 23340, loss = 0.73 (748.9 examples/sec; 0.171 sec/batch)
2016-10-15 02:43:48.343297: step 23350, loss = 0.76 (712.1 examples/sec; 0.180 sec/batch)
2016-10-15 02:43:50.104726: step 23360, loss = 0.90 (733.0 examples/sec; 0.175 sec/batch)
2016-10-15 02:43:51.863719: step 23370, loss = 0.77 (717.6 examples/sec; 0.178 sec/batch)
2016-10-15 02:43:53.639460: step 23380, loss = 0.83 (698.6 examples/sec; 0.183 sec/batch)
2016-10-15 02:43:55.390829: step 23390, loss = 0.68 (746.8 examples/sec; 0.171 sec/batch)
2016-10-15 02:43:57.154966: step 23400, loss = 0.89 (711.6 examples/sec; 0.180 sec/batch)
2016-10-15 02:43:59.136770: step 23410, loss = 0.85 (728.1 examples/sec; 0.176 sec/batch)
2016-10-15 02:44:00.901410: step 23420, loss = 0.72 (725.2 examples/sec; 0.176 sec/batch)
2016-10-15 02:44:02.664755: step 23430, loss = 0.80 (726.5 examples/sec; 0.176 sec/batch)
2016-10-15 02:44:04.428775: step 23440, loss = 0.99 (721.3 examples/sec; 0.177 sec/batch)
2016-10-15 02:44:06.189226: step 23450, loss = 0.73 (712.8 examples/sec; 0.180 sec/batch)
2016-10-15 02:44:07.945078: step 23460, loss = 0.86 (732.1 examples/sec; 0.175 sec/batch)
2016-10-15 02:44:09.704396: step 23470, loss = 0.90 (724.0 examples/sec; 0.177 sec/batch)
2016-10-15 02:44:11.463918: step 23480, loss = 0.79 (723.0 examples/sec; 0.177 sec/batch)
2016-10-15 02:44:13.220423: step 23490, loss = 0.94 (709.4 examples/sec; 0.180 sec/batch)
2016-10-15 02:44:14.981528: step 23500, loss = 0.89 (731.4 examples/sec; 0.175 sec/batch)
2016-10-15 02:44:16.922074: step 23510, loss = 0.71 (735.8 examples/sec; 0.174 sec/batch)
2016-10-15 02:44:18.684447: step 23520, loss = 0.76 (735.3 examples/sec; 0.174 sec/batch)
2016-10-15 02:44:20.444381: step 23530, loss = 0.68 (725.4 examples/sec; 0.176 sec/batch)
2016-10-15 02:44:22.199321: step 23540, loss = 0.85 (745.9 examples/sec; 0.172 sec/batch)
2016-10-15 02:44:23.963633: step 23550, loss = 0.74 (726.4 examples/sec; 0.176 sec/batch)
2016-10-15 02:44:25.736304: step 23560, loss = 0.87 (678.8 examples/sec; 0.189 sec/batch)
2016-10-15 02:44:27.489566: step 23570, loss = 0.81 (722.1 examples/sec; 0.177 sec/batch)
2016-10-15 02:44:29.255232: step 23580, loss = 0.80 (729.1 examples/sec; 0.176 sec/batch)
2016-10-15 02:44:31.011190: step 23590, loss = 0.89 (757.0 examples/sec; 0.169 sec/batch)
2016-10-15 02:44:32.781626: step 23600, loss = 0.93 (729.9 examples/sec; 0.175 sec/batch)
2016-10-15 02:44:34.737107: step 23610, loss = 0.81 (722.9 examples/sec; 0.177 sec/batch)
2016-10-15 02:44:36.492514: step 23620, loss = 0.76 (752.3 examples/sec; 0.170 sec/batch)
2016-10-15 02:44:38.259565: step 23630, loss = 0.79 (708.8 examples/sec; 0.181 sec/batch)
2016-10-15 02:44:40.015033: step 23640, loss = 0.84 (736.4 examples/sec; 0.174 sec/batch)
2016-10-15 02:44:41.777451: step 23650, loss = 0.76 (728.6 examples/sec; 0.176 sec/batch)
2016-10-15 02:44:43.539138: step 23660, loss = 0.83 (699.8 examples/sec; 0.183 sec/batch)
2016-10-15 02:44:45.289723: step 23670, loss = 0.70 (710.7 examples/sec; 0.180 sec/batch)
2016-10-15 02:44:47.045945: step 23680, loss = 0.65 (753.3 examples/sec; 0.170 sec/batch)
2016-10-15 02:44:48.800026: step 23690, loss = 0.72 (724.6 examples/sec; 0.177 sec/batch)
2016-10-15 02:44:50.561308: step 23700, loss = 0.74 (744.0 examples/sec; 0.172 sec/batch)
2016-10-15 02:44:52.498614: step 23710, loss = 0.88 (719.2 examples/sec; 0.178 sec/batch)
2016-10-15 02:44:54.255562: step 23720, loss = 0.89 (727.9 examples/sec; 0.176 sec/batch)
2016-10-15 02:44:56.013554: step 23730, loss = 0.71 (726.2 examples/sec; 0.176 sec/batch)
2016-10-15 02:44:57.772064: step 23740, loss = 0.70 (726.8 examples/sec; 0.176 sec/batch)
2016-10-15 02:44:59.531071: step 23750, loss = 0.84 (719.7 examples/sec; 0.178 sec/batch)
2016-10-15 02:45:01.285918: step 23760, loss = 0.76 (740.7 examples/sec; 0.173 sec/batch)
2016-10-15 02:45:03.064202: step 23770, loss = 0.79 (729.8 examples/sec; 0.175 sec/batch)
2016-10-15 02:45:04.828385: step 23780, loss = 0.76 (729.4 examples/sec; 0.175 sec/batch)
2016-10-15 02:45:06.585833: step 23790, loss = 0.75 (733.3 examples/sec; 0.175 sec/batch)
2016-10-15 02:45:08.331951: step 23800, loss = 0.82 (730.6 examples/sec; 0.175 sec/batch)
2016-10-15 02:45:10.292547: step 23810, loss = 0.70 (712.5 examples/sec; 0.180 sec/batch)
2016-10-15 02:45:12.046869: step 23820, loss = 0.74 (758.2 examples/sec; 0.169 sec/batch)
2016-10-15 02:45:13.820149: step 23830, loss = 0.69 (719.1 examples/sec; 0.178 sec/batch)
2016-10-15 02:45:15.581546: step 23840, loss = 0.86 (725.1 examples/sec; 0.177 sec/batch)
2016-10-15 02:45:17.355907: step 23850, loss = 0.71 (689.9 examples/sec; 0.186 sec/batch)
2016-10-15 02:45:19.110655: step 23860, loss = 0.69 (730.1 examples/sec; 0.175 sec/batch)
2016-10-15 02:45:20.872526: step 23870, loss = 0.83 (745.7 examples/sec; 0.172 sec/batch)
2016-10-15 02:45:22.640668: step 23880, loss = 0.93 (721.0 examples/sec; 0.178 sec/batch)
2016-10-15 02:45:24.408620: step 23890, loss = 0.66 (700.2 examples/sec; 0.183 sec/batch)
2016-10-15 02:45:26.168528: step 23900, loss = 0.69 (733.2 examples/sec; 0.175 sec/batch)
2016-10-15 02:45:28.115152: step 23910, loss = 0.90 (725.4 examples/sec; 0.176 sec/batch)
2016-10-15 02:45:29.872391: step 23920, loss = 0.92 (733.1 examples/sec; 0.175 sec/batch)
2016-10-15 02:45:31.630994: step 23930, loss = 0.73 (736.7 examples/sec; 0.174 sec/batch)
2016-10-15 02:45:33.399974: step 23940, loss = 0.83 (723.5 examples/sec; 0.177 sec/batch)
2016-10-15 02:45:35.159879: step 23950, loss = 0.70 (702.0 examples/sec; 0.182 sec/batch)
2016-10-15 02:45:36.923443: step 23960, loss = 0.87 (713.5 examples/sec; 0.179 sec/batch)
2016-10-15 02:45:38.674834: step 23970, loss = 0.80 (715.6 examples/sec; 0.179 sec/batch)
2016-10-15 02:45:40.427916: step 23980, loss = 0.87 (736.6 examples/sec; 0.174 sec/batch)
2016-10-15 02:45:42.186714: step 23990, loss = 0.66 (782.7 examples/sec; 0.164 sec/batch)
2016-10-15 02:45:43.947603: step 24000, loss = 0.75 (747.4 examples/sec; 0.171 sec/batch)
2016-10-15 02:45:46.477489: step 24010, loss = 0.80 (722.5 examples/sec; 0.177 sec/batch)
2016-10-15 02:45:48.234843: step 24020, loss = 0.75 (755.4 examples/sec; 0.169 sec/batch)
2016-10-15 02:45:49.999465: step 24030, loss = 0.86 (728.8 examples/sec; 0.176 sec/batch)
2016-10-15 02:45:51.756118: step 24040, loss = 0.70 (719.5 examples/sec; 0.178 sec/batch)
2016-10-15 02:45:53.510373: step 24050, loss = 0.74 (745.6 examples/sec; 0.172 sec/batch)
2016-10-15 02:45:55.276909: step 24060, loss = 0.76 (740.5 examples/sec; 0.173 sec/batch)
2016-10-15 02:45:57.034361: step 24070, loss = 0.65 (722.3 examples/sec; 0.177 sec/batch)
2016-10-15 02:45:58.791534: step 24080, loss = 0.73 (732.7 examples/sec; 0.175 sec/batch)
2016-10-15 02:46:00.555815: step 24090, loss = 0.78 (740.7 examples/sec; 0.173 sec/batch)
2016-10-15 02:46:02.316124: step 24100, loss = 0.87 (709.3 examples/sec; 0.180 sec/batch)
2016-10-15 02:46:04.258589: step 24110, loss = 0.73 (734.8 examples/sec; 0.174 sec/batch)
2016-10-15 02:46:06.024682: step 24120, loss = 0.83 (730.0 examples/sec; 0.175 sec/batch)
2016-10-15 02:46:07.786581: step 24130, loss = 0.84 (720.3 examples/sec; 0.178 sec/batch)
2016-10-15 02:46:09.556317: step 24140, loss = 0.71 (695.6 examples/sec; 0.184 sec/batch)
2016-10-15 02:46:11.317339: step 24150, loss = 0.86 (738.1 examples/sec; 0.173 sec/batch)
2016-10-15 02:46:13.082209: step 24160, loss = 0.79 (725.9 examples/sec; 0.176 sec/batch)
2016-10-15 02:46:14.841806: step 24170, loss = 0.69 (725.3 examples/sec; 0.176 sec/batch)
2016-10-15 02:46:16.607677: step 24180, loss = 0.85 (725.9 examples/sec; 0.176 sec/batch)
2016-10-15 02:46:18.372787: step 24190, loss = 0.87 (733.4 examples/sec; 0.175 sec/batch)
2016-10-15 02:46:20.129733: step 24200, loss = 0.75 (713.7 examples/sec; 0.179 sec/batch)
2016-10-15 02:46:22.083488: step 24210, loss = 0.59 (738.9 examples/sec; 0.173 sec/batch)
2016-10-15 02:46:23.842717: step 24220, loss = 0.68 (702.5 examples/sec; 0.182 sec/batch)
2016-10-15 02:46:25.597230: step 24230, loss = 0.70 (733.3 examples/sec; 0.175 sec/batch)
2016-10-15 02:46:27.356635: step 24240, loss = 0.78 (733.2 examples/sec; 0.175 sec/batch)
2016-10-15 02:46:29.119112: step 24250, loss = 0.88 (725.6 examples/sec; 0.176 sec/batch)
2016-10-15 02:46:30.880106: step 24260, loss = 0.64 (721.7 examples/sec; 0.177 sec/batch)
2016-10-15 02:46:32.640381: step 24270, loss = 0.71 (740.5 examples/sec; 0.173 sec/batch)
2016-10-15 02:46:34.403562: step 24280, loss = 0.68 (734.0 examples/sec; 0.174 sec/batch)
2016-10-15 02:46:36.170859: step 24290, loss = 0.71 (720.6 examples/sec; 0.178 sec/batch)
2016-10-15 02:46:37.932922: step 24300, loss = 0.73 (744.4 examples/sec; 0.172 sec/batch)
2016-10-15 02:46:39.884294: step 24310, loss = 0.66 (715.8 examples/sec; 0.179 sec/batch)
2016-10-15 02:46:41.644385: step 24320, loss = 0.76 (705.2 examples/sec; 0.182 sec/batch)
2016-10-15 02:46:43.396155: step 24330, loss = 0.87 (723.5 examples/sec; 0.177 sec/batch)
2016-10-15 02:46:45.160779: step 24340, loss = 0.81 (717.2 examples/sec; 0.178 sec/batch)
2016-10-15 02:46:46.911260: step 24350, loss = 0.74 (722.3 examples/sec; 0.177 sec/batch)
2016-10-15 02:46:48.671303: step 24360, loss = 0.78 (705.2 examples/sec; 0.182 sec/batch)
2016-10-15 02:46:50.431714: step 24370, loss = 0.80 (727.1 examples/sec; 0.176 sec/batch)
2016-10-15 02:46:52.193281: step 24380, loss = 0.79 (723.1 examples/sec; 0.177 sec/batch)
2016-10-15 02:46:53.957854: step 24390, loss = 0.79 (696.9 examples/sec; 0.184 sec/batch)
2016-10-15 02:46:55.706792: step 24400, loss = 0.86 (741.5 examples/sec; 0.173 sec/batch)
2016-10-15 02:46:57.649955: step 24410, loss = 0.79 (709.9 examples/sec; 0.180 sec/batch)
2016-10-15 02:46:59.407930: step 24420, loss = 0.74 (712.5 examples/sec; 0.180 sec/batch)
2016-10-15 02:47:01.158756: step 24430, loss = 0.94 (721.4 examples/sec; 0.177 sec/batch)
2016-10-15 02:47:02.919082: step 24440, loss = 0.82 (724.9 examples/sec; 0.177 sec/batch)
2016-10-15 02:47:04.687477: step 24450, loss = 0.84 (729.7 examples/sec; 0.175 sec/batch)
2016-10-15 02:47:06.452956: step 24460, loss = 0.80 (701.4 examples/sec; 0.182 sec/batch)
2016-10-15 02:47:08.217556: step 24470, loss = 0.67 (710.5 examples/sec; 0.180 sec/batch)
2016-10-15 02:47:09.975101: step 24480, loss = 0.83 (716.9 examples/sec; 0.179 sec/batch)
2016-10-15 02:47:11.739282: step 24490, loss = 0.88 (715.9 examples/sec; 0.179 sec/batch)
2016-10-15 02:47:13.498740: step 24500, loss = 0.70 (729.6 examples/sec; 0.175 sec/batch)
2016-10-15 02:47:15.449912: step 24510, loss = 0.77 (716.1 examples/sec; 0.179 sec/batch)
2016-10-15 02:47:17.216186: step 24520, loss = 0.86 (718.2 examples/sec; 0.178 sec/batch)
2016-10-15 02:47:18.969485: step 24530, loss = 0.83 (744.8 examples/sec; 0.172 sec/batch)
2016-10-15 02:47:20.728352: step 24540, loss = 0.77 (701.8 examples/sec; 0.182 sec/batch)
2016-10-15 02:47:22.491511: step 24550, loss = 0.89 (719.2 examples/sec; 0.178 sec/batch)
2016-10-15 02:47:24.248604: step 24560, loss = 0.85 (700.7 examples/sec; 0.183 sec/batch)
2016-10-15 02:47:26.008024: step 24570, loss = 1.15 (721.0 examples/sec; 0.178 sec/batch)
2016-10-15 02:47:27.766194: step 24580, loss = 0.79 (727.3 examples/sec; 0.176 sec/batch)
2016-10-15 02:47:29.527295: step 24590, loss = 0.78 (742.5 examples/sec; 0.172 sec/batch)
2016-10-15 02:47:31.291510: step 24600, loss = 0.93 (724.9 examples/sec; 0.177 sec/batch)
2016-10-15 02:47:33.247656: step 24610, loss = 0.77 (753.8 examples/sec; 0.170 sec/batch)
2016-10-15 02:47:35.016626: step 24620, loss = 0.85 (729.3 examples/sec; 0.176 sec/batch)
2016-10-15 02:47:36.778151: step 24630, loss = 0.75 (726.9 examples/sec; 0.176 sec/batch)
2016-10-15 02:47:38.542023: step 24640, loss = 0.91 (724.3 examples/sec; 0.177 sec/batch)
2016-10-15 02:47:40.305470: step 24650, loss = 1.02 (706.4 examples/sec; 0.181 sec/batch)
2016-10-15 02:47:42.065715: step 24660, loss = 0.92 (722.6 examples/sec; 0.177 sec/batch)
2016-10-15 02:47:43.820381: step 24670, loss = 0.70 (712.3 examples/sec; 0.180 sec/batch)
2016-10-15 02:47:45.585917: step 24680, loss = 0.60 (721.2 examples/sec; 0.177 sec/batch)
2016-10-15 02:47:47.343862: step 24690, loss = 0.94 (736.1 examples/sec; 0.174 sec/batch)
2016-10-15 02:47:49.110063: step 24700, loss = 0.77 (732.2 examples/sec; 0.175 sec/batch)
2016-10-15 02:47:51.067668: step 24710, loss = 0.89 (743.8 examples/sec; 0.172 sec/batch)
2016-10-15 02:47:52.835167: step 24720, loss = 0.85 (715.4 examples/sec; 0.179 sec/batch)
2016-10-15 02:47:54.602056: step 24730, loss = 0.91 (726.4 examples/sec; 0.176 sec/batch)
2016-10-15 02:47:56.362495: step 24740, loss = 0.84 (726.4 examples/sec; 0.176 sec/batch)
2016-10-15 02:47:58.131777: step 24750, loss = 0.75 (722.0 examples/sec; 0.177 sec/batch)
2016-10-15 02:47:59.892260: step 24760, loss = 0.93 (725.8 examples/sec; 0.176 sec/batch)
2016-10-15 02:48:01.669281: step 24770, loss = 0.69 (693.5 examples/sec; 0.185 sec/batch)
2016-10-15 02:48:03.420215: step 24780, loss = 0.84 (729.1 examples/sec; 0.176 sec/batch)
2016-10-15 02:48:05.178280: step 24790, loss = 0.79 (750.4 examples/sec; 0.171 sec/batch)
2016-10-15 02:48:06.950616: step 24800, loss = 0.93 (723.8 examples/sec; 0.177 sec/batch)
2016-10-15 02:48:08.902825: step 24810, loss = 0.78 (730.8 examples/sec; 0.175 sec/batch)
2016-10-15 02:48:10.668321: step 24820, loss = 0.85 (724.6 examples/sec; 0.177 sec/batch)
2016-10-15 02:48:12.439269: step 24830, loss = 0.78 (721.9 examples/sec; 0.177 sec/batch)
2016-10-15 02:48:14.201866: step 24840, loss = 0.80 (721.9 examples/sec; 0.177 sec/batch)
2016-10-15 02:48:15.962564: step 24850, loss = 0.92 (728.2 examples/sec; 0.176 sec/batch)
2016-10-15 02:48:17.722765: step 24860, loss = 0.85 (722.8 examples/sec; 0.177 sec/batch)
2016-10-15 02:48:19.482130: step 24870, loss = 0.75 (710.5 examples/sec; 0.180 sec/batch)
2016-10-15 02:48:21.238797: step 24880, loss = 0.76 (725.0 examples/sec; 0.177 sec/batch)
2016-10-15 02:48:22.992188: step 24890, loss = 0.86 (754.7 examples/sec; 0.170 sec/batch)
2016-10-15 02:48:24.746966: step 24900, loss = 0.79 (737.0 examples/sec; 0.174 sec/batch)
2016-10-15 02:48:26.696438: step 24910, loss = 0.69 (759.2 examples/sec; 0.169 sec/batch)
2016-10-15 02:48:28.464848: step 24920, loss = 0.84 (707.3 examples/sec; 0.181 sec/batch)
2016-10-15 02:48:30.219751: step 24930, loss = 0.71 (730.4 examples/sec; 0.175 sec/batch)
2016-10-15 02:48:31.977699: step 24940, loss = 0.93 (739.2 examples/sec; 0.173 sec/batch)
2016-10-15 02:48:33.738841: step 24950, loss = 0.89 (706.0 examples/sec; 0.181 sec/batch)
2016-10-15 02:48:35.497918: step 24960, loss = 0.71 (696.2 examples/sec; 0.184 sec/batch)
2016-10-15 02:48:37.258771: step 24970, loss = 0.68 (700.6 examples/sec; 0.183 sec/batch)
2016-10-15 02:48:39.011309: step 24980, loss = 0.82 (738.3 examples/sec; 0.173 sec/batch)
2016-10-15 02:48:40.779244: step 24990, loss = 0.84 (714.2 examples/sec; 0.179 sec/batch)
2016-10-15 02:48:42.533018: step 25000, loss = 0.84 (737.4 examples/sec; 0.174 sec/batch)
2016-10-15 02:48:45.083032: step 25010, loss = 0.90 (692.4 examples/sec; 0.185 sec/batch)
2016-10-15 02:48:46.836381: step 25020, loss = 0.75 (713.6 examples/sec; 0.179 sec/batch)
2016-10-15 02:48:48.595557: step 25030, loss = 0.81 (736.9 examples/sec; 0.174 sec/batch)
2016-10-15 02:48:50.350176: step 25040, loss = 0.69 (738.9 examples/sec; 0.173 sec/batch)
2016-10-15 02:48:52.104716: step 25050, loss = 0.84 (736.4 examples/sec; 0.174 sec/batch)
2016-10-15 02:48:53.867944: step 25060, loss = 0.71 (722.5 examples/sec; 0.177 sec/batch)
2016-10-15 02:48:55.635301: step 25070, loss = 0.83 (712.3 examples/sec; 0.180 sec/batch)
2016-10-15 02:48:57.387253: step 25080, loss = 0.82 (740.4 examples/sec; 0.173 sec/batch)
2016-10-15 02:48:59.148451: step 25090, loss = 0.74 (716.8 examples/sec; 0.179 sec/batch)
2016-10-15 02:49:00.907090: step 25100, loss = 0.78 (715.9 examples/sec; 0.179 sec/batch)
2016-10-15 02:49:02.850343: step 25110, loss = 0.79 (727.3 examples/sec; 0.176 sec/batch)
2016-10-15 02:49:04.614692: step 25120, loss = 0.57 (718.6 examples/sec; 0.178 sec/batch)
2016-10-15 02:49:06.383899: step 25130, loss = 0.80 (713.0 examples/sec; 0.180 sec/batch)
2016-10-15 02:49:08.143531: step 25140, loss = 0.64 (736.0 examples/sec; 0.174 sec/batch)
2016-10-15 02:49:09.899657: step 25150, loss = 0.78 (763.6 examples/sec; 0.168 sec/batch)
2016-10-15 02:49:11.661102: step 25160, loss = 0.80 (709.5 examples/sec; 0.180 sec/batch)
2016-10-15 02:49:13.427597: step 25170, loss = 0.78 (700.6 examples/sec; 0.183 sec/batch)
2016-10-15 02:49:15.177928: step 25180, loss = 0.84 (725.2 examples/sec; 0.176 sec/batch)
2016-10-15 02:49:16.933250: step 25190, loss = 0.60 (744.7 examples/sec; 0.172 sec/batch)
2016-10-15 02:49:18.689237: step 25200, loss = 0.72 (734.9 examples/sec; 0.174 sec/batch)
2016-10-15 02:49:20.640131: step 25210, loss = 0.75 (691.1 examples/sec; 0.185 sec/batch)
2016-10-15 02:49:22.397410: step 25220, loss = 0.79 (722.0 examples/sec; 0.177 sec/batch)
2016-10-15 02:49:24.152932: step 25230, loss = 0.77 (745.3 examples/sec; 0.172 sec/batch)
2016-10-15 02:49:25.917096: step 25240, loss = 0.79 (740.5 examples/sec; 0.173 sec/batch)
2016-10-15 02:49:27.673966: step 25250, loss = 0.87 (718.7 examples/sec; 0.178 sec/batch)
2016-10-15 02:49:29.428125: step 25260, loss = 0.79 (739.9 examples/sec; 0.173 sec/batch)
2016-10-15 02:49:31.180736: step 25270, loss = 0.79 (730.7 examples/sec; 0.175 sec/batch)
2016-10-15 02:49:32.942409: step 25280, loss = 0.97 (735.9 examples/sec; 0.174 sec/batch)
2016-10-15 02:49:34.707373: step 25290, loss = 0.79 (719.1 examples/sec; 0.178 sec/batch)
2016-10-15 02:49:36.456869: step 25300, loss = 0.77 (713.1 examples/sec; 0.180 sec/batch)
2016-10-15 02:49:38.387019: step 25310, loss = 0.78 (731.7 examples/sec; 0.175 sec/batch)
2016-10-15 02:49:40.156100: step 25320, loss = 0.72 (695.1 examples/sec; 0.184 sec/batch)
2016-10-15 02:49:41.919656: step 25330, loss = 0.80 (729.5 examples/sec; 0.175 sec/batch)
2016-10-15 02:49:43.684866: step 25340, loss = 0.66 (735.1 examples/sec; 0.174 sec/batch)
2016-10-15 02:49:45.435617: step 25350, loss = 0.80 (705.5 examples/sec; 0.181 sec/batch)
2016-10-15 02:49:47.197398: step 25360, loss = 0.74 (717.5 examples/sec; 0.178 sec/batch)
2016-10-15 02:49:48.961018: step 25370, loss = 0.79 (744.5 examples/sec; 0.172 sec/batch)
2016-10-15 02:49:50.720973: step 25380, loss = 0.84 (720.7 examples/sec; 0.178 sec/batch)
2016-10-15 02:49:52.490774: step 25390, loss = 0.75 (707.4 examples/sec; 0.181 sec/batch)
2016-10-15 02:49:54.249891: step 25400, loss = 0.77 (765.9 examples/sec; 0.167 sec/batch)
2016-10-15 02:49:56.207619: step 25410, loss = 0.62 (733.8 examples/sec; 0.174 sec/batch)
2016-10-15 02:49:57.976144: step 25420, loss = 0.81 (713.3 examples/sec; 0.179 sec/batch)
2016-10-15 02:49:59.735940: step 25430, loss = 0.90 (707.9 examples/sec; 0.181 sec/batch)
2016-10-15 02:50:01.507334: step 25440, loss = 0.68 (712.9 examples/sec; 0.180 sec/batch)
2016-10-15 02:50:03.290055: step 25450, loss = 0.85 (748.4 examples/sec; 0.171 sec/batch)
2016-10-15 02:50:05.055975: step 25460, loss = 0.83 (719.7 examples/sec; 0.178 sec/batch)
2016-10-15 02:50:06.823949: step 25470, loss = 0.87 (705.8 examples/sec; 0.181 sec/batch)
2016-10-15 02:50:08.591801: step 25480, loss = 0.67 (718.6 examples/sec; 0.178 sec/batch)
2016-10-15 02:50:10.354239: step 25490, loss = 0.92 (725.4 examples/sec; 0.176 sec/batch)
2016-10-15 02:50:12.116696: step 25500, loss = 0.77 (717.6 examples/sec; 0.178 sec/batch)
2016-10-15 02:50:14.063458: step 25510, loss = 0.77 (699.6 examples/sec; 0.183 sec/batch)
2016-10-15 02:50:15.830203: step 25520, loss = 0.77 (715.5 examples/sec; 0.179 sec/batch)
2016-10-15 02:50:17.604498: step 25530, loss = 0.71 (729.8 examples/sec; 0.175 sec/batch)
2016-10-15 02:50:19.363299: step 25540, loss = 0.78 (717.4 examples/sec; 0.178 sec/batch)
2016-10-15 02:50:21.130257: step 25550, loss = 0.76 (706.6 examples/sec; 0.181 sec/batch)
2016-10-15 02:50:22.879055: step 25560, loss = 0.77 (739.9 examples/sec; 0.173 sec/batch)
2016-10-15 02:50:24.651316: step 25570, loss = 0.97 (703.3 examples/sec; 0.182 sec/batch)
2016-10-15 02:50:26.407520: step 25580, loss = 0.82 (759.1 examples/sec; 0.169 sec/batch)
2016-10-15 02:50:28.164367: step 25590, loss = 0.71 (737.2 examples/sec; 0.174 sec/batch)
2016-10-15 02:50:29.918655: step 25600, loss = 0.84 (708.6 examples/sec; 0.181 sec/batch)
2016-10-15 02:50:31.869102: step 25610, loss = 0.74 (734.5 examples/sec; 0.174 sec/batch)
2016-10-15 02:50:33.634334: step 25620, loss = 0.84 (734.3 examples/sec; 0.174 sec/batch)
2016-10-15 02:50:35.401842: step 25630, loss = 0.80 (711.0 examples/sec; 0.180 sec/batch)
2016-10-15 02:50:37.154755: step 25640, loss = 0.74 (727.6 examples/sec; 0.176 sec/batch)
2016-10-15 02:50:38.922611: step 25650, loss = 0.80 (710.1 examples/sec; 0.180 sec/batch)
2016-10-15 02:50:40.678895: step 25660, loss = 0.77 (732.1 examples/sec; 0.175 sec/batch)
2016-10-15 02:50:42.438173: step 25670, loss = 0.91 (729.6 examples/sec; 0.175 sec/batch)
2016-10-15 02:50:44.195586: step 25680, loss = 0.82 (740.7 examples/sec; 0.173 sec/batch)
2016-10-15 02:50:45.951681: step 25690, loss = 0.70 (740.3 examples/sec; 0.173 sec/batch)
2016-10-15 02:50:47.712552: step 25700, loss = 0.85 (710.8 examples/sec; 0.180 sec/batch)
2016-10-15 02:50:49.660117: step 25710, loss = 0.83 (729.5 examples/sec; 0.175 sec/batch)
